orf	mRNA	Protein	Length	dN	CAI
YER048C	254.8494803	2775453521	1176		0.1864
YHR123W	116.87113	348452915.3	1176		0.1222
YLR449W	406.4259618	977407586.6	1179		0.2546
YLR082C	60.95389313	176219192.3	1179		0.1299
YNL130C	316.9240082	195127894.1	1182		0.1607
YEL050C	148.4226383	276851953.3	1182		0.172
YGR185C	519.6347024	7414148355	1185		0.3018
YLR099C	324.2788644	55441833.33	1185		0.1118
YPL112C	106.4125713	389213609.5	1185		0.1293
YLR355C	1932.052165	14164138151	1188		0.8016
YOR184W	702.7925775	3851159155	1188		0.2582
YDR005C	107.8558188	146148590	1188		0.1191
YLR226W	73.53777879	777645888.4	1188		0.1304
YOL053W	55.09319921	206266785.7	1188		0.1045
YNR043W	320.7990579	2600967848	1191		0.1999
YOL052C	149.3702716	1703671957	1191		0.1817
YNL042W	65.48242382	85824457.14	1191		0.1181
YLR019W	121.6157292	101040428.6	1194		0.1517
YGL213C	103.349797	543616823.2	1194		0.1698
YKL166C	109.7022068	223383853.6	1197		0.1577
YJL026W	491.3071382	5182615526	1200		0.5007
YDR021W	77.75970343	201529315.4	1200		0.1657
YHR179W	1044.545836	4695404120	1203		0.4152
YDR019C	364.4517903	1032377694	1203		0.1431
YPL171C	14.93303757	39299261.25	1203		0.1828
YOR091W	199.0980703	1461275588	1206		0.1945
YGR122W	43.38024606	634842714.3	1209		0.101
YDL105W	34.49154865	42177875.13	1209		0.1488
YNR021W	507.5996297	3319073710	1215		0.2528
YLR107W	101.9700742	41203000	1215		0.1286
YJR149W	44.66360108	72401771.5	1215		0.1389
YPR041W	487.3065781	7924834706	1218		0.3146
YKR092C	297.3028068	1211845541	1221		0.2181
YLR225C	145.9175765	773173789.8	1224		0.1381
YIL119C	95.15934	41402847.82	1224		0.1477
YKL219W	74.11571063	91410157.14	1224		0.1344
YDL104C	27.68336694	44503213	1224		0.1137
YJL134W	185.0549808	248182571.4	1230		0.1134
YDR423C	68.64558889	30708437.17	1230		0.111
YDR289C	63.77108412	891348313	1230		0.1558
YPR133C	212.4932532	2362923140	1233		0.1739
YML074C	863.2078961	1638186184	1236		0.3661
YOR303W	439.9977834	7008281200	1236		0.2274
YDL128W	269.1563966	429754224.4	1236		0.1632
YGR210C	248.6758168	813294283.2	1236		0.1261
YOR042W	159.2825879	780509442.6	1236		0.1462
YKL081W	1524.571249	8317621829	1239		0.5534
YOR201C	120.3657275	613802844.5	1239		0.1185
YLR174W	21.82593486	1359019.403	1239		0.1708
YGL143C	45.35321622	136396043	1242		0.1375
YNL323W	105.0059384	355065981.7	1245		0.1378
YPL188W	68.02245974	199886465.7	1245		0.1318
YDR282C	43.12090895	17289877.86	1245		0.1073
YNL248C	288.4611431	3128729345	1248		0.2219
YGL208W	33.18742243	26252785.71	1248		0.1135
YHR115C	96.22559297	101779599.1	1251		0.1509
YKR048C	375.3895941	1349960492	1254		0.1535
YMR021C	71.59570152	42036480.25	1254		0.1414
YLR027C	670.4082695	8628507256	1257		0.2316
YOR245C	94.29800622	77286113.38	1257		0.131
YAL013W	129.5822743	579848571.4	1263		0.1071
YDL027C	63.05857389	284282420.1	1263		0.1187
YNL309W	33.67172556	160053737.7	1263		0.0983
YLR130C	189.9920438	199581455.4	1269		0.1185
YJL036W	79.22942216	562078050.7	1272		0.1467
YHR033W	29.97982081	191283597.2	1272		0.1002
YLR438W	229.1913868	1074839001	1275		0.2916
YIL103W	111.8426463	854255935.2	1278		0.1888
YNL136W	78.94085316	43568787.5	1278		0.1335
YLL006W	43.75115686	131834311.4	1281		0.1204
YKL181W	804.3247645	2397405422	1284		0.2549
YLL010C	98.02599229	65360751.17	1284		0.119
YDL182W	1038.27463	2672377161	1287		0.3215
YDL066W	348.3213751	6436092879	1287		0.3186
YDR394W	220.0112592	609733648.8	1287		0.2094
YDR300C	183.3808953	1089109045	1287		0.198
YER003C	399.455997	5509862742	1290		0.2878
YMR173W	400.5292634	2996583993	1293		0.3541
YLR387C	152.3733145	748743740.4	1299		0.1727
YKL161C	25.38922794	378161666.7	1302		0.1314
YKL082C	312.1438347	961224469.8	1305		0.1703
YDL097C	290.2114881	3861378555	1305		0.1544
YLR113W	379.4277584	1174365589	1308		0.1752
YMR091C	208.9189341	741407922.9	1308		0.1416
YOR301W	67.75093625	382670285.7	1308		0.094
YPR163C	655.7076816	3117136262	1311		0.3506
YLR203C	176.6442653	951553674.1	1311		0.1554
YLL002W	61.40927917	17232236	1311		0.1111
YNR066C	11.00748088	85402051.43	1311		0.1384
YHR174W	11199.83541	34759069388	1314		0.8921
YGR254W	2807.190518	33033278645	1314		0.8706
YOR230W	884.8269161	4644082560	1314		0.276
YOR187W	495.3346864	3245115003	1314		0.2906
YDL007W	366.7945711	1818250063	1314		0.155
YPR173C	307.5401226	837644789.1	1314		0.1581
YHR001W	126.6685454	1096083575	1314		0.1488
YDL133W	112.4000686	51653571.43	1314		0.1325
YNL280C	213.1195503	392831832.5	1317		0.1555
YDL131W	368.7414429	2245933168	1323		0.3286
YMR046C	27.1693781	350648402.1	1323		0.1451
YML038C	140.0982818	98937661.31	1329		0.1211
YDR370C	116.7557461	5216308	1329		0.121
YER061C	60.34858639	120969184.1	1329		0.1143
YER152C	201.8508278	48041430.51	1332		0.092
YMR208W	122.51719	1425731372	1332		0.1812
YLR303W	302.8953763	8604753115	1335		0.4599
YDR165W	207.9633389	2295062496	1335		0.1922
YLR080W	29.20483088	135692959.5	1335		0.1112
YML124C	407.8810916	851836473.9	1338		0.2412
YOR250C	58.25015595	253114238.7	1338		0.1153
YDL084W	984.4501378	7542847489	1341		0.3743
YPL053C	225.0515934	359283987.9	1341		0.16
YHR011W	36.18784486	318330057.9	1341		0.0991
YML085C	539.2576329	1460075405	1344		0.2769
YOL016C	111.3070103	1120217691	1344		0.1645
YKL027W	95.821965	1005500616	1344		0.1474
YLR300W	1448.558103	314153950.6	1347		0.3454
YBR243C	113.7354494	82996167	1347		0.1328
YGR223C	64.38238222	148531428.6	1347		0.1268
YJR065C	405.0764142	1994296579	1350		0.2006
YMR210W	72.70569324	49525476.89	1350		0.1334
YOR059C	106.6328526	92475756.5	1353		0.1087
YOR155C	95.29269162	248737109.5	1353		0.1364
YJL049W	57.65053568	212423190.8	1353		0.1576
YFR024C-A	315.7513753	843649484.5	1356		0.2054
YKL106W	124.3264564	1258481240	1356		0.1402
YJL046W	40.32926514	97254714.29	1356		0.12
YOL069W	29.65811571	208766024.2	1356		0.139
YHL002W	117.0280935	623722271.4	1359		0.1274
YPL175W	51.74215697	185881005.7	1359		0.1215
YNL016W	423.4761579	2062644503	1362		0.2906
YOR307C	108.6716476	25559737.69	1362		0.1173
YLR231C	105.092393	373571927.3	1362		0.1448
YDR312W	86.57403639	177229271.3	1362		0.1598
YJR078W	21.856866	32465449.86	1362		0.1256
YNL239W	223.0370874	2095670895	1365		0.2685
YLR195C	188.5957635	881830352.5	1368		0.1888
YMR135C	105.0562371	252052293.3	1368		0.0914
YOR323C	335.0252747	4713843009	1371		0.2486
YPL101W	109.6638951	476603947.4	1371		0.1233
YNL040W	108.0094489	411858170.6	1371		0.168
YDR363W	35.38984135	999386985.6	1371		0.1439
YDL189W	135.0656117	366752785.9	1374		0.1205
YAL062W	36.4653775	5630620.84	1374		0.1557
YBR118W	5344.575965	53000202244	1377		0.8755
YBL082C	110.2749519	176732285.7	1377		0.1065
YLR090W	133.9708362	479480142.1	1380		0.1462
YCR005C	646.6314908	1428746053	1383		0.1855
YOR272W	225.68925	1489269070	1383		0.2015
YDR247W	40.59318371	2691227	1386		0.1692
YDR023W	852.4445342	10443486526	1389		0.3916
YLR163C	83.66903105	1033089521	1389		0.1435
YPL003W	55.45658892	54687000	1389		0.0966
YDL036C	53.57553222	190818954.9	1389		0.1281
YDR148C	159.4914524	949102546.3	1392		0.2403
YKL143W	107.3538174	521499711.7	1392		0.1781
YER089C	198.5491219	1619983997	1395		0.1423
YOR123C	168.9624118	321634658.3	1395		0.1649
YMR293C	50.49601189	155668173.3	1395		0.1075
YGL256W	279.3412043	3226564599	1398		0.4208
YNL317W	65.09512906	129709762.3	1398		0.1172
YPR152C	30.60171081	93431913.63	1398		0.1137
YAR071W	707.9690341	548300378.8	1404		0.3281
YBR092C	611.9079812	608914119.6	1404		0.3535
YKL145W	581.0752442	1245837949	1404		0.2318
YHR215W	456.1521264	16618229.81	1404		0.3265
YBR093C	287.6780889	112267566.8	1404		0.4602
YMR033W	146.593335	685898269.3	1404		0.1576
YOR229W	119.3192041	77417359.96	1404		0.1635
YGR141W	64.00386649	86980702.88	1404		0.1155
YBR078W	1948.958447	2790981188	1407		0.5528
YHR016C	106.7454776	165854445	1407		0.1534
YDR473C	70.53222212	155149179	1410		0.1298
YPR045C	53.41557514	256355616.7	1413		0.1304
YPL235W	303.4647763	1670299056	1416		0.195
YGR019W	137.043205	1791632880	1416		0.2866
YMR239C	113.6358053	446829156.3	1416		0.1425
YNR026C	73.70113778	681318335.5	1416		0.1371
YDR316W	60.21587622	1105470063	1416		0.1503
YLR034C	340.4559256	343073311.6	1422		0.2109
YLR212C	73.39372459	84436998.27	1422		0.1318
YGR288W	23.10713515	22659500	1422		0.1102
YPL259C	85.13528263	327911114.4	1428		0.138
YPL063W	218.9327697	1992585899	1431		0.2101
YGR117C	110.0638745	166170428.8	1431		0.1335
YLR116W	78.46877333	204229830.7	1431		0.1212
YLR142W	28.594025	26829205.67	1431		0.195
YER019W	164.2711003	184072174.9	1434		0.1344
YJL054W	110.0406374	780200020.5	1437		0.1499
YLR238W	42.91497946	152817666.7	1437		0.1114
YNR001C	438.0073368	3136573811	1440		0.2544
YDR198C	62.33958892	1055931599	1440		0.1252
YGL038C	112.0023232	250385964.3	1443		0.1492
YDR346C	289.253195	2333268111	1446		0.2541
YDR181C	61.96688176	41285471	1446		0.1316
YOR046C	415.4307492	2165208026	1449		0.2109
YGL097W	195.2487037	1404341933	1449		0.2036
YLR175W	949.0806019	4047546036	1452		0.3747
YOL030W	651.3025703	1005582707	1455		0.271
YIL131C	91.81895432	314914840	1455		0.1292
YFR053C	913.9455616	5052141372	1458		0.4608
YLR108C	45.18977657	247317128.8	1458		0.1485
YNR053C	633.0862286	2247902216	1461		0.219
YBR083W	250.5972978	1442800316	1461		0.1208
YGR211W	234.9498721	3144345488	1461		0.2439
YOR043W	160.9358697	969183593.2	1461		0.1543
YHR183W	1297.608976	14860713768	1470		0.6232
YLL011W	146.3722019	665772266.9	1470		0.222
YMR140W	69.59729838	293454783.6	1470		0.1546
YNR045W	55.45891865	11342441.67	1470		0.104
YIL088C	233.9926818	362705473.8	1473		0.1188
YMR070W	79.73831788	1311791000	1473		0.1292
YOL049W	226.0265289	1419234769	1476		0.1534
YOR320C	151.01002	1085571280	1476		0.1486
YIL090W	130.4806163	92318727.18	1476		0.1251
YNL240C	98.69610265	143385125.3	1476		0.0817
YLR190W	94.09291395	48859682.22	1476		0.143
YGL059W	43.17087316	92206463.44	1476		0.1476
YNL124W	153.6769946	206456635	1479		0.1507
YPL097W	70.31643389	161032622.9	1479		0.1046
YPL219W	53.36032658	52486549.5	1479		0.1366
YCR024C	32.61378306	575652598	1479		0.1451
YGR256W	19.77958081	115435218.5	1479		0.2014
YDR376W	59.97564947	531383950	1482		0.1502
YGR091W	32.74298676	462559783.1	1485		0.1378
YDR132C	33.12452333	54560235	1488		0.1321
YGR175C	624.0381418	2277149544	1491		0.4414
YEL071W	481.6437024	7782097127	1491		0.22
YPL100W	86.06344297	183061628	1491		0.1095
YCL017C	170.1591478	690909358.9	1494		0.2256
YBR006W	43.21410543	410721250.1	1494		0.1954
YKL035W	701.8163918	6144848073	1500		0.3298
YFL018C	522.3345071	9585557871	1500		0.2531
YHR070W	158.5807239	525940072.7	1500		0.1421
YNL142W	54.30783973	65525571.43	1500		0.2129
YCL040W	905.2292921	4011672888	1503		0.1578
YGL202W	666.0464934	6846080907	1503		0.2695
YDR330W	50.70199459	253702970.7	1503		0.1604
YFR021W	42.67993784	37891968.36	1503		0.1323
YJR051W	101.2207587	643011654	1506		0.1675
YOL070C	100.9505108	572440896.9	1506		0.1146
YDL079C	33.48831697	2899631667	1506		0.1434
YLR033W	116.7059415	694122897.8	1509		0.1418
YDR470C	43.74091568	230676285.7	1509		0.1457
YFL022C	496.3483505	9896552754	1512		0.3136
YDR539W	105.7014685	694976445.8	1512		0.1582
YGL035C	131.8846411	35223322.93	1515		0.1522
YNL241C	264.4679862	6429054525	1518		0.1719
YLR015W	51.87724361	110450663.6	1518		0.1319
YDL160C	164.4538161	2750823302	1521		0.2099
YMR170C	33.66969147	351363233.8	1521		0.1667
YMR169C	22.49273343	1892338901	1521		0.1776
YGR155W	1003.7693	14420355414	1524		0.346
YGR189C	608.7761197	258064553.6	1524		0.2328
YMR020W	70.74311289	58129975.11	1527		0.1443
YLR345W	70.06462053	280601710.6	1530		0.1109
YFL021W	104.3312116	526714576.2	1533		0.1186
YMR131C	476.7668175	1687272886	1536		0.2095
YMR004W	90.70418147	453145747.8	1536		0.1499
YDR371W	46.66300237	154464506.1	1536		0.1367
YGR123C	98.54991794	1203786079	1542		0.1726
YML128C	85.24346632	2449189362	1542		0.2303
YMR285C	80.99133108	776215028.1	1548		0.1659
YJL013C	43.98562541	45461771.38	1548		0.1277
YDL159W	39.07980639	191296175.7	1548		0.1199
YOR149C	56.95793737	22392833.33	1551		0.1211
YMR014W	104.4169674	1379234716	1560		0.1612
YMR013C	60.51015737	40088400	1560		0.1035
YER073W	317.9011897	7082695223	1563		0.2024
YCL043C	1220.687791	10660185759	1569		0.4036
YNL116W	55.44022081	141289694.2	1569		0.1301
YHR216W	487.53566	4558203887	1572		0.3045
YHR009C	188.1000638	608679436.2	1572		0.1646
YML056C	930.9019097	2788605775	1575		0.4708
YMR215W	496.953135	698255615.2	1575		0.2167
YNL138W	470.2686548	3714061851	1581		0.2193
YML086C	229.4130824	2531795885	1581		0.2168
YHR207C	93.66943917	638710567.3	1581		0.1442
YBL015W	79.91372	764021538.2	1581		0.2169
YMR023C	39.60355892	21621209.71	1581		0.1168
YKL074C	91.82746216	245849271.8	1584		0.1338
YBR274W	90.30513375	50160815.75	1584		0.1523
YKL045W	108.2324689	949100000	1587		0.1397
YER060W	60.59439917	57957635.67	1587		0.1422
YHL017W	116.5040532	120995936.6	1599		0.1475
YER056C	942.0913705	333734124.3	1602		0.2024
YDR195W	98.88309029	1450202242	1602		0.1488
YGR260W	354.2968286	426240668.2	1605		0.1933
YDR299W	145.8481261	980843441	1605		0.2056
YDR147W	61.403108	207476427.8	1605		0.1342
YBR103W	98.56923343	41345735.44	1608		0.1084
YGR177C	66.32331811	267362085.7	1608		0.1685
YOL033W	56.42074083	145272018.4	1611		0.1339
YHR135C	323.5442333	480702067.2	1617		0.1759
YLR020C	112.5647631	231170967.8	1617		0.1355
YIL045W	43.91766026	156983124.5	1617		0.1363
YDR145W	140.1772519	614388816.7	1620		0.1147
YOR161C	66.2653227	55201449.69	1620		0.1336
YMR011W	557.3953663	86050288.75	1626		0.3593
YGR119C	160.3359742	1723937580	1626		0.1016
YBL080C	24.055992	98084298.88	1626		0.1322
YGL028C	313.5082819	152005343.6	1629		0.2798
YNL189W	296.8291916	3036856894	1629		0.2712
YGL045W	32.33641162	44495540.57	1629		0.1123
YDR235W	80.92797472	169539864.2	1635		0.1312
YBR223C	25.73937114	77195161.86	1635		0.1075
YBL099W	838.0899881	9011176014	1638		0.4711
YNL083W	52.92973622	170941595.6	1638		0.1264
YNL112W	813.4809703	2785619647	1641		0.4224
YDR188W	506.7595027	3354761455	1641		0.1774
YDR232W	240.3366476	1096930837	1647		0.213
YPL179W	158.5115388	20907719.83	1650		0.161
YHR050W	137.2180117	79893128.57	1650		0.1087
YPL228W	77.3782673	631065835.8	1650		0.156
YJR131W	38.23076816	192025220.6	1650		0.1437
YKR097W	19.50767694	1184649.785	1650		0.311
YMR171C	83.83296111	219012344.8	1653		0.1224
YOR132W	133.70078	447004786.7	1656		0.1396
YOL019W	124.6858097	362122518.7	1656		0.136
YBR200W	80.63409235	523971663.6	1656		0.1559
YOL055C	42.78672735	427624399	1656		0.256
YPR144C	121.2303866	771912215.7	1659		0.1495
YBR030W	54.47024719	262747542.7	1659		0.1534
YMR258C	90.40739351	490841235.3	1662		0.1342
YPL042C	80.54516162	33282349	1668		0.1193
YLL018C	729.8738778	9655710988	1674		0.3505
YPL086C	178.8736203	817963245.9	1674		0.2184
YPL120W	56.03342162	94262311.38	1674		0.1342
YGL244W	194.3162897	974807027.8	1677		0.1984
YGL257C	104.4027906	30147683.63	1677		0.1142
YMR307W	1741.422098	3572706141	1680		0.3696
YDL106C	46.51297351	194561871.2	1680		0.1477
YHR092C	744.6959232	436392000	1683		0.5234
YPR072W	184.2143558	1012868563	1683		0.1627
YHR045W	183.9562426	862067507.4	1683		0.1217
YBR220C	105.702021	128925942.9	1683		0.1067
YJL016W	127.11765	157412419.6	1686		0.1395
YLR286C	1260.949434	709355792.2	1689		0.2097
YDR261C	192.7756124	90110053.67	1689		0.1501
YMR088C	141.2855986	103737857.1	1689		0.1156
YPL128C	102.4298447	611242946.6	1689		0.1298
YLR044C	7104.911104	73701912379	1692		0.9036
YGL077C	249.5233168	477549312.1	1692		0.2048
YML130C	199.2353687	2004949677	1692		0.2168
YLR134W	137.8637958	560885628	1692		0.7198
YGR087C	18.64498294	916881.6	1692		0.1734
YPR111W	36.15438297	47527013.41	1695		0.1384
YOR386W	26.62631216	101216836	1698		0.1471
YOR023C	117.4918594	43499417.38	1701		0.1449
YLR417W	70.94963946	45915244.5	1701		0.1139
YPR070W	68.37845333	255234306.1	1701		0.1357
YDR110W	62.96150811	70640939	1701		0.1286
YNR023W	52.46633351	479015714.3	1701		0.1237
YDR345C	1517.57809	395336946.6	1704		0.4945
YPL030W	111.83702	1192630569	1704		0.1439
YJL008C	367.7601646	5628875940	1707		0.2031
YGR241C	108.6277859	128951057.8	1707		0.1556
YLR120C	170.667747	33194319.12	1710		0.1488
YMR105C	162.190173	2778165667	1710		0.3081
YDR342C	1925.279729	106874916.1	1713		0.5187
YHR094C	622.400867	1068799831	1713		0.408
YDR026C	67.03054571	103948059.2	1713		0.1551
YPR145W	1066.015093	13919876987	1719		0.3682
YGR124W	847.5809926	3625012331	1719		0.3166
YOR090C	106.4764767	393946142.5	1719		0.1362
YGR092W	69.39304632	373116905.2	1719		0.141
YLL012W	79.91929595	122027546.2	1722		0.1438
YBR044C	71.24008563	222336571.4	1722		0.1268
YGR088W	25.99795811	1543492753	1722		0.2419
YGR055W	303.0263965	199097375.8	1725		0.2379
YJL071W	58.15919	211618639	1725		0.1178
YNL251C	138.9589633	571979392.7	1728		0.1581
YLL058W	61.02083938	100750871.5	1728		0.1107
YLR196W	257.8288958	1231293606	1731		0.2394
YJL172W	118.2011508	1607110313	1731		0.2497
YOR067C	238.2459758	89125428.57	1734		0.1372
YGR278W	34.49245486	185186633.7	1734		0.1271
YEL013W	164.4031116	1558128188	1737		0.1862
YLR361C	44.95286944	187792510.4	1737		0.1264
YBL039C	513.0403324	4918682530	1740		0.3086
YHR150W	36.24958556	13197344.25	1740		0.1011
YML127W	269.086363	869819039.1	1746		0.129
YLR133W	49.42674189	1086574564	1749		0.1539
YLL061W	55.43750061	41937663.86	1752		0.1289
YML070W	215.1988945	5027031419	1755		0.2169
YGR292W	7.41884963	3812236.473	1755		0.225
YHL039W	120.3542222	565325537.1	1758		0.1515
YNR055C	172.3397492	40933137.13	1761		0.1907
YMR291W	101.3179773	375632183	1761		0.1835
YML123C	2272.216406	575203409.2	1764		0.4607
YIL015W	305.0688537	127471831.8	1764		0.1222
YDL174C	150.1617905	2695457040	1764		0.2023
YPL274W	122.4934721	879234668	1764		0.1638
YPL007C	66.77912297	135221815.8	1767		0.114
YDR243C	59.92057212	101762490.9	1767		0.1623
YNL227C	59.38982528	111256908.1	1773		0.1489
YMR227C	53.89004389	277484256.9	1773		0.1364
YDR037W	1014.05046	13140791260	1776		0.4218
YLR028C	402.2276232	4850529895	1776		0.1729
YML054C	20.14444108	161506890	1776		0.208
YMR120C	794.6141527	1157893288	1779		0.3223
YCR088W	230.7211972	2940630041	1779		0.2381
YJR002W	131.8809468	1352393829	1782		0.1688
YGR065C	96.87991714	109700643.3	1782		0.185
YML017W	60.02470528	900823791.3	1782		0.1313
YLR276C	251.2285074	1829014200	1785		0.1803
YJL069C	192.63773	973141360.7	1785		0.1652
YKL005C	76.56107541	148489097.8	1785		0.1473
YLR060W	996.9893295	6907710731	1788		0.3253
YCL025C	237.1574832	468645744.2	1788		0.2448
YDR144C	196.4512259	149564745.7	1791		0.145
YLR237W	88.88798676	112879678.2	1797		0.3297
YLR368W	54.99495605	18656774	1797		0.12
YGL125W	48.37302605	1289418703	1803		0.2214
YKR093W	247.1423326	326568112.6	1806		0.2654
YKR039W	112.0332435	1601216753	1809		0.2801
YMR284W	45.04677879	122641533	1809		0.1434
YCR008W	138.5683269	116427378.3	1812		0.1458
YOR204W	397.3104132	4974474638	1815		0.3761
YOR108W	290.435785	3598421364	1815		0.2479
YML057W	94.37769158	717620471.8	1815		0.1506
YOL148C	93.74879811	118591019.3	1815		0.1107
YJR046W	92.83673353	203731774.1	1815		0.108
YDR200C	55.86523919	60049297.13	1815		0.1211
YFL002C	125.4096174	418243593.1	1821		0.1304
YDR341C	847.9939385	7823220708	1824		0.2851
YPL265W	311.1322432	818124532.5	1827		0.2267
YDR091C	271.0807458	3936869813	1827		0.3688
YMR168C	28.34378143	45524986.14	1827		0.1308
YLR173W	23.25433278	73171571.43	1827		0.1106
YBR068C	418.8370192	274304888.8	1830		0.1572
YDL080C	75.53992811	36763719.75	1830		0.1035
YER036C	671.5841443	8131093227	1833		0.3721
YLR248W	277.9475695	1142030398	1833		0.1721
YNL268W	469.232027	105855246.8	1836		0.2223
YDR244W	46.57930811	116755767.5	1839		0.1135
YNL209W	2320.501645	17186022973	1842		0.7725
YLR206W	221.3544812	675941230.4	1842		0.1832
YLR088W	122.5342438	106508927	1845		0.1205
YGR138C	97.89002343	66718520	1845		0.3103
YNL121C	266.9451763	4817177027	1854		0.2739
YPR081C	48.90813486	99792936.13	1857		0.1338
YOR175C	223.6629416	205606908.6	1860		0.2116
YDL063C	90.89077794	263596447.9	1863		0.1212
YDL025C	69.99367278	535755660.6	1863		0.1542
YDR292C	163.0830141	1432025107	1866		0.1493
YPL020C	112.9951242	292817547.1	1866		0.153
YMR278W	72.41031027	771671295.7	1869		0.1525
YHL027W	142.2068924	115329352.8	1878		0.1473
YNL299W	57.27721189	60076605.86	1878		0.1427
YDR425W	38.74125806	105979890.9	1878		0.1524
YDR365C	283.0180897	1938868124	1887		0.2285
YLR177W	126.6198589	7305429.111	1887		0.1254
YKL155C	55.16658243	223358216.8	1887		0.131
YIL014W	116.9938722	143065664.1	1893		0.1396
YDR419W	39.6230273	1049001695	1899		0.1108
YOR181W	69.54937579	179826881	1902		0.1049
YPL161C	49.50066257	180039384.9	1902		0.1174
YDR380W	250.7547757	1963282390	1908		0.1597
YDR390C	131.65714	601990359.1	1911		0.151
YOR070C	62.94008222	29045525.75	1914		0.1212
YNL020C	35.711454	106525818.9	1917		0.1197
YLL024C	3272.515411	11087257147	1920		0.8023
YBL042C	188.3001569	95626729	1920		0.1684
YKR056W	132.0723708	1764612857	1920		0.1804
YHR117W	96.25365838	1063396884	1920		0.1654
YIL046W	88.72529595	17677691	1923		0.108
YDL113C	44.867506	214253373.2	1923		0.1407
YJL127C	25.35948919	23470185.43	1923		0.1157
YGL060W	67.73654595	83502108.75	1926		0.1483
YDR129C	343.626395	5717051520	1929		0.2344
YDR311W	86.16961892	570759520.4	1929		0.1915
YNR019W	37.69120361	706892262.3	1929		0.1917
YLR139C	44.42760528	214073541.6	1932		0.1421
YHR039C	208.5695034	1305674677	1935		0.2123
YEL030W	19.69269694	950200288	1935		0.202
YJL073W	60.85675743	185209584.9	1938		0.1373
YLR289W	34.45581459	39843019	1938		0.1065
YDR014W	23.42163694	54620377.63	1944		0.1238
YKL198C	72.20724152	82934815.71	1950		0.1206
YIL155C	68.40093649	881545142.3	1950		0.1851
YML007W	130.6421314	139675463.2	1953		0.1463
YLR103C	66.40398139	2427473	1953		0.1293
YLR429W	196.2200232	2992099954	1956		0.1768
YGR083C	172.0525686	814456805.3	1956		0.1563
YDR118W	33.04875086	123338566.5	1959		0.1139
YJR045C	751.0421142	21771955247	1965		0.5212
YPR190C	85.9073327	939524503.3	1965		0.1488
YDR389W	82.09012405	170579391	1965		0.1264
YOL113W	52.06130216	645597317.1	1968		0.112
YDR496C	271.59823	2162418556	1971		0.2473
YGL066W	70.45294189	313084357.9	1974		0.1323
YLR299W	75.63714886	271414770.3	1983		0.1168
YOL025W	36.28652395	303578466.2	1983		0.1274
YNL197C	92.71319189	335343603.8	1986		0.1429
YDR307W	71.56770053	82221539.19	1989		0.1374
YDR508C	401.6913863	969066521.7	1992		0.1962
YOR254C	338.3217697	3364317178	1992		0.1908
YJL149W	50.96174939	44910353.75	1992		0.1552
YLL007C	32.24145972	285791185.8	1998		0.1244
YEL007W	231.1177284	225583950	2001		0.1409
YLR083C	418.2632072	331051929.8	2004		0.1888
YJL057C	54.15561405	19732248	2004		0.1359
YJL128C	105.5646547	689635117	2007		0.142
YDR320C	50.28050649	221790509.7	2007		0.1511
YLL043W	206.4703505	61786532.05	2010		0.1427
YBR041W	141.0801359	679753104.1	2010		0.1938
YLR427W	110.0924174	211561256.7	2013		0.1409
YLR330W	291.1007671	1358549026	2016		0.1523
YNL045W	157.1950266	590346101.6	2016		0.2388
YOR138C	86.77144297	377072609.3	2016		0.1098
YDR362C	48.28267079	45718303.57	2019		0.11
YOR054C	58.44070189	118530718.8	2025		0.1341
YOR087W	77.17035306	114950960.8	2028		0.149
YOR069W	66.62409737	502734664	2028		0.1369
YOR243C	191.7970681	1388998231	2031		0.1924
YPL089C	118.8899297	10645552.38	2031		0.1225
YOL023W	34.14225515	314826175.5	2031		0.1458
YKL179C	132.0138271	1771876445	2040		0.1264
YHL029C	91.36256184	92141407.5	2040		0.149
YPR074C	1109.348338	12971409742	2043		0.4894
YBR117C	10.48734543	1327651767	2046		0.1677
YJL034W	1139.554778	13451337926	2049		0.4395
YJL019W	30.68779135	195860413	2049		0.1264
YLR153C	514.7134278	8686071120	2052		0.3713
YMR075W	47.96497639	654602560.8	2055		0.1639
YDR172W	420.7792397	4003053112	2058		0.3146
YLR143W	63.0362125	232380790.4	2058		0.1531
YLR399C	261.6486789	1748895375	2061		0.1266
YLR214W	204.5574719	209312528.4	2061		0.1447
YJL156C	51.28606972	41923571.43	2064		0.1284
YLR117C	50.72341917	81153892	2064		0.133
YBL060W	44.3437173	29050000	2064		0.1432
YHR020W	758.7652124	8966541966	2067		0.3548
YER077C	57.97650703	336844572.3	2067		0.1185
YGR099W	50.91086405	101092954.8	2067		0.0955
YDL141W	73.74475459	404354347.8	2073		0.1313
YHR042W	392.8422962	1940947502	2076		0.2261
YDR234W	266.579927	1510200332	2082		0.1995
YMR246W	521.5852529	2869228624	2085		0.236
YIL009W	117.4723911	612279685.3	2085		0.209
YLR188W	117.5160516	124499005	2088		0.1247
YOL141W	15.44336083	545291543.2	2088		0.136
YPL116W	64.93310139	431709745	2094		0.1566
YDR108W	42.05744868	15850144.88	2097		0.1271
YLR233C	30.22260081	294525000	2100		0.1345
YOR317W	212.0830278	7670834213	2103		0.2432
YDL074C	157.6640654	2594100804	2103		0.1408
YJR005W	110.5028282	340534647.9	2103		0.1402
YDR221W	40.52626	199705044.6	2109		0.1517
YEL011W	129.2185267	492157467	2115		0.1768
YMR037C	109.5871333	165162244.4	2115		0.1333
YLR258W	178.1823653	489886112.9	2118		0.1654
